"","Forma_i_poziom","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"4251","Zarz¹dzanie (stacjonarne II stopnia)","Suma (Kierunek
        + Specjalnoœæ)","300","30","","",""
"4252","Zarz¹dzanie (stacjonarne II stopnia)","Suma (Wyk³ad)","90","","","",""
"4253","Zarz¹dzanie (stacjonarne II stopnia)","Specjalnoœæ: Zarz¹dzanie zasobami ludzkimi",NA,NA,NA,NA,NA
"4254","Zarz¹dzanie (stacjonarne II stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"4255","Zarz¹dzanie (stacjonarne II stopnia)","Planowanie i organizacja pracy","Wyk³ad: 30","3","Egzamin","1","C"
"4256","Zarz¹dzanie (stacjonarne II stopnia)","Wyk³ad specjalnoœciowy","Wyk³ad: 60","6","Zaliczenie","0","C"
"4257","Zarz¹dzanie (stacjonarne II stopnia)","Organizacja funkcji personalnej","Wyk³ad: 30","3","Zaliczenie","0","C"
"4258","Zarz¹dzanie (stacjonarne II stopnia)","Prawo pracy w przyk³adach","Wyk³ad: 30","3","Zaliczenie","0","C"
"4259","Zarz¹dzanie (stacjonarne II stopnia)","Restrukturyzacja kadr i zarz¹dzanie ryzykiem kadrowym","Wyk³ad: 30","3","Zaliczenie","0","C"
"4260","Zarz¹dzanie (stacjonarne II stopnia)","Zarz¹dzanie wynikami pracy","Wyk³ad: 30","3","Zaliczenie","0","C"
"4261","Zarz¹dzanie (stacjonarne II stopnia)","Suma","90","9","","",""
"4262","Zarz¹dzanie (stacjonarne II stopnia)","Suma (Kierunek
        + Specjalnoœæ)","300","30","","",""
"4263","Zarz¹dzanie (stacjonarne II stopnia)","Suma (Wyk³ad)","90","","","",""
"4264","Zarz¹dzanie (stacjonarne II stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"4265","Zarz¹dzanie (stacjonarne II stopnia)","Konwersatorium w jêzyku obcym do wyboru","Wyk³ad: 30","3","Zaliczenie","0","D(B)"
"4266","Zarz¹dzanie (stacjonarne II stopnia)","Current issues in economic sciences","Wyk³ad: 30","3","Zaliczenie","0","D(B)"
"4267","Zarz¹dzanie (stacjonarne II stopnia)","Databases and applications","Wyk³ad: 30","3","Zaliczenie","0","D(B)"
"4268","Zarz¹dzanie (stacjonarne II stopnia)","Housing market","Wyk³ad: 30","3","Zaliczenie","0","D(B)"
"4269","Zarz¹dzanie (stacjonarne II stopnia)","International Corporate Governance","Wyk³ad: 30","3","Zaliczenie","0","D(B)"
"4270","Zarz¹dzanie (stacjonarne II stopnia)","Investment funds on real estate market","Wyk³ad: 30","3","Zaliczenie","0","D(B)"
"4271","Zarz¹dzanie (stacjonarne II stopnia)","Knowledge-based management","Wyk³ad: 30","3","Zaliczenie","0","D(B)"
"4272","Zarz¹dzanie (stacjonarne II stopnia)","Komunikacja z elementami rosyjskiej korespondencji s³u¿bowej (wyk³ad prowadzony w jêzyku rosyjskim)","Wyk³ad: 30","3","Zaliczenie","0","D(B)"
"4273","Zarz¹dzanie (stacjonarne II stopnia)","La comptabilité financiére et le contrôle de gestion","Wyk³ad: 30","3","Zaliczenie","0","D(B)"
"4274","Zarz¹dzanie (stacjonarne II stopnia)","Leadership","Wyk³ad: 30","3","Zaliczenie","0","D(B)"
"4275","Zarz¹dzanie (stacjonarne II stopnia)","Logistics management","Wyk³ad: 30","3","Zaliczenie","0","D(B)"
"4276","Zarz¹dzanie (stacjonarne II stopnia)","Managing people in an organization","Wyk³ad: 30","3","Zaliczenie","0","D(B)"
"4277","Zarz¹dzanie (stacjonarne II stopnia)","New business creation","Wyk³ad: 30","3","Zaliczenie","0","D(B)"
"4278","Zarz¹dzanie (stacjonarne II stopnia)","Place branding","Wyk³ad: 30","3","Zaliczenie","0","D(B)"
"4279","Zarz¹dzanie (stacjonarne II stopnia)","Problems of investment on Real Estate market","Wyk³ad: 30","3","Zaliczenie","0","D(B)"
"4280","Zarz¹dzanie (stacjonarne II stopnia)","Production and operation management","Wyk³ad: 30","3","Zaliczenie","0","D(B)"
"4281","Zarz¹dzanie (stacjonarne II stopnia)","Project management","Wyk³ad: 30","3","Zaliczenie","0","D(B)"
"4282","Zarz¹dzanie (stacjonarne II stopnia)","Public relations","Wyk³ad: 30","3","Zaliczenie","0","D(B)"
"4283","Zarz¹dzanie (stacjonarne II stopnia)","Qualitätsmanagement","Wyk³ad: 30","3","Zaliczenie","0","D(B)"
"4284","Zarz¹dzanie (stacjonarne II stopnia)","Shopping area in the urban space","Wyk³ad: 30","3","Zaliczenie","0","D(B)"
"4285","Zarz¹dzanie (stacjonarne II stopnia)","Smart city","Wyk³ad: 30","3","Zaliczenie","0","D(B)"
"4286","Zarz¹dzanie (stacjonarne II stopnia)","Strategic human resource management","Wyk³ad: 30","3","Zaliczenie","0","D(B)"
"4287","Zarz¹dzanie (stacjonarne II stopnia)","Strategic marketing","Wyk³ad: 30","3","Zaliczenie","0","D(B)"
"4288","Zarz¹dzanie (stacjonarne II stopnia)","Strategies in place branding","Wyk³ad: 30","3","Zaliczenie","0","D(B)"
"4289","Zarz¹dzanie (stacjonarne II stopnia)","Zajêcia otwarte","Wyk³ad: 30","3","Zaliczenie","0","D(B)"
"4290","Zarz¹dzanie (stacjonarne II stopnia)","Seminarium dyplomowe","Æwiczenia: 30","8","Zaliczenie","1","C"
"4291","Zarz¹dzanie (stacjonarne II stopnia)","Zarz¹dzanie publiczne","Wyk³ad: 30","3","Egzamin","1","A"
"4292","Zarz¹dzanie (stacjonarne II stopnia)","Zarz¹dzanie sprzeda¿¹","Wyk³ad: 15
                                                                                Æwiczenia: 30","5","Egzamin","1","B"
"4293","Zarz¹dzanie (stacjonarne II stopnia)","Suma","135","19","","",""
"4294","Zarz¹dzanie (stacjonarne II stopnia)","Suma (Wyk³ad)","75","","","",""
"4295","Zarz¹dzanie (stacjonarne II stopnia)","Suma (Æwiczenia)","60","","","",""
"4296","Zarz¹dzanie (stacjonarne II stopnia)","Specjalnoœæ: Wycena nieruchomoœci",NA,NA,NA,NA,NA
"4297","Zarz¹dzanie (stacjonarne II stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"4298","Zarz¹dzanie (stacjonarne II stopnia)","Wycena nieruchomoœci dla celów szczególnych","Wyk³ad: 30
                                                                                Æwiczenia: 30","5","Egzamin","1","C"
"4299","Zarz¹dzanie (stacjonarne II stopnia)","Wyk³ad specjalnoœciowy","Wyk³ad: 90","6","Zaliczenie","0","C"
"4300","Zarz¹dzanie (stacjonarne II stopnia)","Analiza rynku nieruchomoœci","Wyk³ad: 30","2","Zaliczenie","0","C"
"4301","Zarz¹dzanie (stacjonarne II stopnia)","Doradztwo na rynku nieruchomoœci","Wyk³ad: 30","2","Zaliczenie","0","C"
"4302","Zarz¹dzanie (stacjonarne II stopnia)","Ekonomiczne uwarunkowania wyceny nieruchomoœci","Wyk³ad: 30","2","Zaliczenie","0","C"
"4303","Zarz¹dzanie (stacjonarne II stopnia)","Koniunktura na rynku nieruchomoœci","Wyk³ad: 30","2","Zaliczenie","0","C"
"4304","Zarz¹dzanie (stacjonarne II stopnia)","Obs³uga rynku nieruchomoœci","Wyk³ad: 30","2","Zaliczenie","0","C"
"4305","Zarz¹dzanie (stacjonarne II stopnia)","Wycena nieruchomoœci nietypowych","Wyk³ad: 30","2","Zaliczenie","0","C"
"4306","Zarz¹dzanie (stacjonarne II stopnia)","Suma","150","11","","",""
"4307","Zarz¹dzanie (stacjonarne II stopnia)","Suma (Kierunek
        + Specjalnoœæ)","285","30","","",""
"4308","Zarz¹dzanie (stacjonarne II stopnia)","Suma (Wyk³ad)","120","","","",""
"4309","Zarz¹dzanie (stacjonarne II stopnia)","Suma (Æwiczenia)","30","","","",""
"4310","Zarz¹dzanie (stacjonarne II stopnia)","Specjalnoœæ: Zarz¹dzanie inwestycjami i nieruchomoœciami",NA,NA,NA,NA,NA
"4311","Zarz¹dzanie (stacjonarne II stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"4312","Zarz¹dzanie (stacjonarne II stopnia)","Inwestowanie w nieruchomoœci","Wyk³ad: 30
                                                                                Æwiczenia: 30","4","Egzamin","1","C"
"4313","Zarz¹dzanie (stacjonarne II stopnia)","Preferencje klientów na rynku nieruchomoœci","Wyk³ad: 30","1","Zaliczenie","1","C"
"4314","Zarz¹dzanie (stacjonarne II stopnia)","Wyk³ad specjalnoœciowy","Wyk³ad: 60","6","Zaliczenie","0","C"
"4315","Zarz¹dzanie (stacjonarne II stopnia)","Czynnoœci prawno-administracyjne w zarz¹dzaniu nieruchomoœciami","Wyk³ad: 30","3","Zaliczenie","0","C"
"4316","Zarz¹dzanie (stacjonarne II stopnia)","Doradztwo na rynku nieruchomoœci","Wyk³ad: 30","3","Zaliczenie","0","C"
"4317","Zarz¹dzanie (stacjonarne II stopnia)","Organizacja przetargów, konkursów i zamówieñ publicznych","Wyk³ad: 30","3","Zaliczenie","0","C"
"4318","Zarz¹dzanie (stacjonarne II stopnia)","Wycena przedsiêbiorstw i nieruchomoœci","Wyk³ad: 30","3","Zaliczenie","0","C"
"4319","Zarz¹dzanie (stacjonarne II stopnia)","Suma","150","11","","",""
"4320","Zarz¹dzanie (stacjonarne II stopnia)","Suma (Kierunek
        + Specjalnoœæ)","285","30","","",""
"4321","Zarz¹dzanie (stacjonarne II stopnia)","Suma (Wyk³ad)","120","","","",""
"4322","Zarz¹dzanie (stacjonarne II stopnia)","Suma (Æwiczenia)","30","","","",""
"4323","Zarz¹dzanie (stacjonarne II stopnia)","Specjalnoœæ: Zarz¹dzanie projektami",NA,NA,NA,NA,NA
"4324","Zarz¹dzanie (stacjonarne II stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"4325","Zarz¹dzanie (stacjonarne II stopnia)","Doradztwo w zarz¹dzaniu projektami","Wyk³ad: 15","1","Zaliczenie","1","C"
"4326","Zarz¹dzanie (stacjonarne II stopnia)","Informatyczne narzêdzia open-source w zarz¹dzaniu projektami","Wyk³ad: 15
                                                                                Æwiczenia: 15","2","Zaliczenie","1","C"
"4327","Zarz¹dzanie (stacjonarne II stopnia)","Organizacja projektowa","Wyk³ad: 15
                                                                                Æwiczenia: 15","3","Egzamin","1","C"
"4328","Zarz¹dzanie (stacjonarne II stopnia)","Ratowanie projektów zagro¿onych","Wyk³ad: 15","1","Zaliczenie","1","C"
"4329","Zarz¹dzanie (stacjonarne II stopnia)","Wyk³ad specjalnoœciowy","Wyk³ad: 60","4","Zaliczenie","0","C"
"4330","Zarz¹dzanie (stacjonarne II stopnia)","Finansowanie portfela projektów","Wyk³ad: 30","2","Zaliczenie","0","C"
"4331","Zarz¹dzanie (stacjonarne II stopnia)","Projekty partnerstwa publiczno-prywatnego","Wyk³ad: 30","2","Zaliczenie","0","C"
"4332","Zarz¹dzanie (stacjonarne II stopnia)","Zarz¹dzanie projektami e-commerce","Wyk³ad: 30","2","Zaliczenie","0","C"
"4333","Zarz¹dzanie (stacjonarne II stopnia)","Zarz¹dzanie projektem marketingowym","Wyk³ad: 30","2","Zaliczenie","0","C"
"4334","Zarz¹dzanie (stacjonarne II stopnia)","Zwinne zarz¹dzanie zespo³em projektowym","Wyk³ad: 30","2","Zaliczenie","0","C"
"4335","Zarz¹dzanie (stacjonarne II stopnia)","Suma","150","11","","",""
"4336","Zarz¹dzanie (stacjonarne II stopnia)","Suma (Kierunek
        + Specjalnoœæ)","285","30","","",""
"4337","Zarz¹dzanie (stacjonarne II stopnia)","Suma (Wyk³ad)","120","","","",""
"4338","Zarz¹dzanie (stacjonarne II stopnia)","Suma (Æwiczenia)","30","","","",""
"4339","Zarz¹dzanie (stacjonarne II stopnia)","Specjalnoœæ: Zarz¹dzanie przedsiêbiorstwami",NA,NA,NA,NA,NA
"4340","Zarz¹dzanie (stacjonarne II stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"4341","Zarz¹dzanie (stacjonarne II stopnia)","Innowacyjne modele rozwoju przedsiêbiorstwa","Wyk³ad: 15
                                                                                Æwiczenia: 15","2","Zaliczenie","1","C"
"4342","Zarz¹dzanie (stacjonarne II stopnia)","Partnerstwo publiczno - prywatne","Wyk³ad: 15
                                                                                Æwiczenia: 15","3","Egzamin","1","C"
"4343","Zarz¹dzanie (stacjonarne II stopnia)","Wyk³ad specjalnoœciowy","Wyk³ad: 90","6","Zaliczenie","0","C"
"4344","Zarz¹dzanie (stacjonarne II stopnia)","Kompetencje kierownicze w procesie zmian organizacyjnych","Wyk³ad: 30","2","Zaliczenie","0","C"
"4345","Zarz¹dzanie (stacjonarne II stopnia)","Makroekonomiczne tendencje gospodarcze w krajach OECD i UE","Wyk³ad: 30","2","Zaliczenie","0","C"
"4346","Zarz¹dzanie (stacjonarne II stopnia)","Metody i techniki pozyskiwania i doskonalenia personelu","Wyk³ad: 30","2","Zaliczenie","0","C"
"4347","Zarz¹dzanie (stacjonarne II stopnia)","Zarz¹dzanie nieruchomoœciami przedsiêbiorstwa","Wyk³ad: 30","2","Zaliczenie","0","C"
"4348","Zarz¹dzanie (stacjonarne II stopnia)","Zarz¹dzanie produktem","Wyk³ad: 30","2","Zaliczenie","0","C"
"4349","Zarz¹dzanie (stacjonarne II stopnia)","Zarz¹dzanie przedsiêbiorstwem w warunkach globalizacji","Wyk³ad: 30","2","Zaliczenie","0","C"
"4350","Zarz¹dzanie (stacjonarne II stopnia)","Suma","150","11","","",""
"4351","Zarz¹dzanie (stacjonarne II stopnia)","Suma (Kierunek
        + Specjalnoœæ)","285","30","","",""
"4352","Zarz¹dzanie (stacjonarne II stopnia)","Suma (Wyk³ad)","120","","","",""
"4353","Zarz¹dzanie (stacjonarne II stopnia)","Suma (Æwiczenia)","30","","","",""
"4354","Zarz¹dzanie (stacjonarne II stopnia)","Specjalnoœæ: Zarz¹dzanie zasobami ludzkimi",NA,NA,NA,NA,NA
"4355","Zarz¹dzanie (stacjonarne II stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"4356","Zarz¹dzanie (stacjonarne II stopnia)","Controlling i audyt personalny","Wyk³ad: 15
                                                                                Æwiczenia: 15","2.5","Egzamin","1","C"
"4357","Zarz¹dzanie (stacjonarne II stopnia)","Strategiczne zarz¹dzanie zasobami ludzkimi","Wyk³ad: 30","2","Zaliczenie","1","C"
"4358","Zarz¹dzanie (stacjonarne II stopnia)","Wyk³ad specjalnoœciowy","Wyk³ad: 60","4","Zaliczenie","0","C"
"4359","Zarz¹dzanie (stacjonarne II stopnia)","Grywalizacja biznesowa","Wyk³ad: 30","2","Zaliczenie","0","C"
"4360","Zarz¹dzanie (stacjonarne II stopnia)","Metodyka pracy trenera i sztuka prezentacji","Wyk³ad: 30","2","Zaliczenie","0","C"
"4361","Zarz¹dzanie (stacjonarne II stopnia)","Psychologia w zarz¹dzaniu","Wyk³ad: 30","2","Zaliczenie","0","C"
"4362","Zarz¹dzanie (stacjonarne II stopnia)","Systemy ocen pracowniczych","Wyk³ad: 30","2","Zaliczenie","0","C"
"4363","Zarz¹dzanie (stacjonarne II stopnia)","Zarz¹dzanie zespo³em pracowniczym","Wyk³ad: 15
                                                                                Æwiczenia: 15","2.5","Zaliczenie","1","C"
"4364","Zarz¹dzanie (stacjonarne II stopnia)","Suma","150","11","","",""
"4365","Zarz¹dzanie (stacjonarne II stopnia)","Suma (Kierunek
        + Specjalnoœæ)","285","30","","",""
"4366","Zarz¹dzanie (stacjonarne II stopnia)","Suma (Wyk³ad)","120","","","",""
"4367","Zarz¹dzanie (stacjonarne II stopnia)","Suma (Æwiczenia)","30","","","",""
"4368","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Chemia ogólna","Wyk³ad: 30
                                                                                Æwiczenia: 45","8","Egzamin","1","A"
"4369","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Matematyka","Wyk³ad: 15
                                                                                Æwiczenia: 30","7","Egzamin","1","A"
"4370","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Ochrona œrodowiska","Wyk³ad: 15","2","Zaliczenie","1","B"
"4371","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Podstawy marketingu","Wyk³ad: 30
                                                                                Æwiczenia: 15","5","Egzamin","1","B"
"4372","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Podstawy organizacji i zarz¹dzania","Wyk³ad: 15
                                                                                Æwiczenia: 15","4","Egzamin","1","A"
"4373","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Prawo (ochrona w³asnoœci intelektualnej)","Wyk³ad: 30","3","Zaliczenie","1","B"
"4374","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Wprowadzenie do nauk o jakoœci","Wyk³ad: 15","1","Zaliczenie","1","B"
"4375","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Wychowanie fizyczne","Æwiczenia: 30","-","Zaliczenie","1","C"
"4376","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Suma","285","30","","",""
"4377","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Suma (Wyk³ad)","150","","","",""
"4378","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Suma (Æwiczenia)","135","","","",""
"4379","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"4380","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Chemia organiczna","Wyk³ad: 30
                                                                                Æwiczenia: 30","7","Egzamin","1","A"
"4381","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk obcy 1","Æwiczenia: 30","2","Zaliczenie","1","C"
"4382","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk angielski","Æwiczenia: 30","2","Zaliczenie","3","C"
"4383","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk francuski","Æwiczenia: 30","2","Zaliczenie","3","C"
"4384","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk hiszpañski","Æwiczenia: 30","2","Zaliczenie","3","C"
"4385","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk niemiecki","Æwiczenia: 30","2","Zaliczenie","3","C"
"4386","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk rosyjski","Æwiczenia: 30","2","Zaliczenie","3","C"
"4387","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk obcy 2","Æwiczenia: 30","2","Zaliczenie","1","C"
"4388","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk angielski","Æwiczenia: 30","2","Zaliczenie","3","C"
"4389","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk francuski","Æwiczenia: 30","2","Zaliczenie","3","C"
"4390","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk hiszpañski","Æwiczenia: 30","2","Zaliczenie","3","C"
"4391","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk niemiecki","Æwiczenia: 30","2","Zaliczenie","3","C"
"4392","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk rosyjski","Æwiczenia: 30","2","Zaliczenie","3","C"
"4393","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Metody fizykochemiczne w ocenie jakoœci wyrobów","Wyk³ad: 30
                                                                                Æwiczenia: 45","7","Zaliczenie","1","A"
"4394","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Mikroekonomia","Wyk³ad: 30
                                                                                Æwiczenia: 30","7","Egzamin","1","A"
"4395","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Statystyka","Wyk³ad: 15
                                                                                Æwiczenia: 30","5","Egzamin","1","A"
"4396","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Wychowanie fizyczne","Æwiczenia: 30","-","Zaliczenie","1","C"
"4397","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Suma","330","30","","",""
"4398","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Suma (Wyk³ad)","105","","","",""
"4399","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Suma (Æwiczenia)","225","","","",""
"4400","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"4401","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Analiza instrumentalna","Wyk³ad: 15
                                                                                Æwiczenia: 30","5","Egzamin","1","B"
"4402","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Biochemia","Wyk³ad: 15
                                                                                Æwiczenia: 30","5","Egzamin","1","A"
"4403","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","In¿ynieria materia³owa","Wyk³ad: 30
                                                                                Æwiczenia: 30","8","Egzamin","1","B"
"4404","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk obcy 1","Æwiczenia: 30","2","Zaliczenie","1","C"
"4405","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk angielski","Æwiczenia: 30","2","Zaliczenie","3","C"
"4406","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk francuski","Æwiczenia: 30","2","Zaliczenie","3","C"
"4407","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk hiszpañski","Æwiczenia: 30","2","Zaliczenie","3","C"
"4408","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk niemiecki","Æwiczenia: 30","2","Zaliczenie","3","C"
"4409","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk rosyjski","Æwiczenia: 30","2","Zaliczenie","3","C"
"4410","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk obcy 2","Æwiczenia: 30","2","Zaliczenie","1","C"
"4411","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk angielski","Æwiczenia: 30","2","Zaliczenie","3","C"
"4412","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk francuski","Æwiczenia: 30","2","Zaliczenie","3","C"
"4413","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk hiszpañski","Æwiczenia: 30","2","Zaliczenie","3","C"
"4414","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk niemiecki","Æwiczenia: 30","2","Zaliczenie","3","C"
"4415","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk rosyjski","Æwiczenia: 30","2","Zaliczenie","3","C"
"4416","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Podstawy zarz¹dzania jakoœci¹","Wyk³ad: 30
                                                                                Æwiczenia: 30","8","Egzamin","1","B"
"4417","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Suma","270","30","","",""
"4418","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Suma (Wyk³ad)","90","","","",""
"4419","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Suma (Æwiczenia)","180","","","",""
"4420","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"4421","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Analiza sensoryczna","Wyk³ad: 15
                                                                                Æwiczenia: 15","2","Zaliczenie","1","B"
"4422","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Badania rynkowe","Wyk³ad: 15
                                                                                Æwiczenia: 15","3","Egzamin","1","B"
"4423","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jakoœæ i bezpieczeñstwo produktów nie¿ywnoœciowych","Wyk³ad: 30
                                                                                Æwiczenia: 45","8","Egzamin","1","B"
"4424","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk obcy 1","Æwiczenia: 30","2","Zaliczenie","1","C"
"4425","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk angielski","Æwiczenia: 30","2","Zaliczenie","3","C"
"4426","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk francuski","Æwiczenia: 30","2","Zaliczenie","3","C"
"4427","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk hiszpañski","Æwiczenia: 30","2","Zaliczenie","3","C"
"4428","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk niemiecki","Æwiczenia: 30","2","Zaliczenie","3","C"
"4429","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk rosyjski","Æwiczenia: 30","2","Zaliczenie","3","C"
"4430","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk obcy 2","Æwiczenia: 30","2","Zaliczenie","1","C"
"4431","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk angielski","Æwiczenia: 30","2","Zaliczenie","3","C"
"4432","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk francuski","Æwiczenia: 30","2","Zaliczenie","3","C"
"4433","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk hiszpañski","Æwiczenia: 30","2","Zaliczenie","3","C"
"4434","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk niemiecki","Æwiczenia: 30","2","Zaliczenie","3","C"
"4435","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jêzyk rosyjski","Æwiczenia: 30","2","Zaliczenie","3","C"
"4436","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Mikrobiologia","Wyk³ad: 15
                                                                                Æwiczenia: 45","5","Egzamin","1","A"
"4437","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Narzêdzia informatyczne w naukach o jakoœci","Æwiczenia: 30","2","Zaliczenie","1","B"
"4438","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Technologia i in¿ynieria procesów produkcyjnych","Wyk³ad: 30
                                                                                Æwiczenia: 30","6","Egzamin","1","B"
"4439","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Suma","345","30","","",""
"4440","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Suma (Wyk³ad)","105","","","",""
"4441","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Suma (Æwiczenia)","240","","","",""
"4442","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"4443","Jakoœæ i rozwój produktu (stacjonarne I stopnia (inzynierskie))","Jakoœæ produktów ¿ywnoœciowych","Wyk³ad: 30
                                                                                Æwiczenia: 45","8","Egzamin","1","B"
